year_edition,rider_name,team,bib_number,nationality,birthdate,height,weight,speciality_one_day_races,speciality_gc,speciality_time_trial,speciality_sprint,speciality_climber,speciality_hills,age,bmi,name_clean,rank,nat_AR,nat_AT,nat_AU,nat_BE,nat_CA,nat_CH,nat_CO,nat_CZ,nat_DE,nat_DK,nat_EE,nat_ER,nat_ES,nat_FR,nat_GB,nat_HR,nat_IE,nat_IT,nat_KZ,nat_LT,nat_LU,nat_LV,nat_NL,nat_NO,nat_NZ,nat_Other,nat_PL,nat_PT,nat_RU,nat_SI,nat_SK,nat_US,nat_ZA,climber_cat,speciality_climber_cat,speciality_gc_cat,speciality_sprint_cat,speciality_time_trial_cat,speciality_one_day_races_cat,speciality_hills_cat,speciality_gc_cat_num,speciality_climber_cat_num,speciality_time_trial_cat_num,age_group,age_group_adj,rank_group
2018,COLBRELLI Sonny,Bahrain Merida Pro Cycling Team (WT),52,IT,1990-5-17,1.76,74.0,5472,1172,142,1050,1006,3117,28,23.889462809917354,sonny colbrelli,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,High,Low,High,High,1,1,0,"(25, 30]","(25, 30]",Below 10
2018,IZAGIRRE Gorka,Bahrain Merida Pro Cycling Team (WT),54,ES,1987-10-7,1.76,66.0,1422,2362,764,68,1924,1458,30,21.306818181818183,gorka izagirre,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Medium,Medium,Medium,Medium,2,2,1,"(25, 30]","(25, 30]",Below 10
2018,IZAGIRRE Ion,Bahrain Merida Pro Cycling Team (WT),55,ES,1989-2-4,1.73,60.0,2008,5429,3017,172,4548,2284,29,20.04744562130375,ion izagirre,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Medium,High,High,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2018,KOREN Kristijan,Bahrain Merida Pro Cycling Team (WT),56,SI,1986-11-25,1.83,72.0,704,522,578,12,205,174,31,21.49959688255845,kristijan koren,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low,Low,Low,Low,Medium,Low,Low,0,0,1,"(30, 35]","(30, 35]",Below 10
2018,POZZOVIVO Domenico,Bahrain Merida Pro Cycling Team (WT),58,IT,1982-11-30,1.65,53.0,2678,6519,819,45,6306,1833,35,19.467401285583104,domenico pozzovivo,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Low,High,High,High,2,2,2,"(30, 35]","(30, 35]",Below 10
2018,YATES Adam,Mitchelton-Scott (WT),61,GB,1992-8-7,1.73,58.0,2349,7079,1216,64,7222,2004,25,19.37919743392696,adam yates,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Medium,High,High,High,2,2,2,"(20, 25]","(20, 25]",Below 10
2018,BAUER Jack,Mitchelton-Scott (WT),62,NZ,1985-4-7,1.91,74.0,702,775,773,60,120,206,33,20.28453167402209,jack bauer,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,High,Low,Low,0,0,2,"(30, 35]","(30, 35]",Below 10
2018,DURBRIDGE Luke,Mitchelton-Scott (WT),63,AU,1991-4-9,1.87,78.0,878,1306,2371,154,62,364,27,22.305470559638533,luke durbridge,101.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,Medium,High,Medium,Low,1,0,2,"(25, 30]","(25, 30]",Below 10
2018,HAYMAN Mathew,Mitchelton-Scott (WT),64,AU,1978-4-20,1.9,78.0,2299,893,152,220,49,112,40,21.606648199445985,mathew hayman,96.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,Medium,Low,High,Low,1,0,0,"(35, 40]","(35, 45]",Below 10
2018,HEPBURN Michael,Mitchelton-Scott (WT),65,AU,1991-8-17,1.86,77.0,200,439,1797,37,33,119,26,22.25690831309978,michael hepburn,103.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,High,Low,Low,0,0,2,"(25, 30]","(25, 30]",Below 10
2018,HOWSON Damien,Mitchelton-Scott (WT),66,AU,1992-8-13,1.88,68.0,269,1696,653,24,696,466,25,19.23947487550928,damien howson,136.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Low,Medium,1,1,1,"(20, 25]","(20, 25]",Below 10
2018,IMPEY Daryl,Mitchelton-Scott (WT),67,ZA,1984-12-6,1.81,72.0,1785,1893,1031,285,1122,2818,33,21.97735111870822,daryl impey,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium,Medium,Medium,High,High,High,High,1,1,2,"(30, 35]","(30, 35]",Below 10
2018,NIEVE Mikel,Mitchelton-Scott (WT),68,ES,1984-5-26,1.73,62.0,811,3608,31,0,4074,486,34,20.715693808680545,mikel nieve,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Low,Low,Medium,Medium,2,2,0,"(30, 35]","(30, 35]",Below 10
2018,QUINTANA Nairo,Movistar Team (WT),71,CO,1990-2-4,1.67,58.0,829,9465,1274,34,7897,1962,28,20.7967298935064,nairo quintana,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Low,High,Medium,High,2,2,2,"(25, 30]","(25, 30]",Top 10
2018,AMADOR Andrey,Movistar Team (WT),72,CR,1986-8-29,1.8,73.0,671,1518,1228,54,1046,566,31,22.530864197530864,andrey amador,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Medium,Medium,Medium,High,Low,Medium,1,1,2,"(30, 35]","(30, 35]",Below 10
2018,BENNATI Daniele,Movistar Team (WT),73,IT,1980-9-24,1.83,71.0,3137,1090,1106,1841,512,2612,37,21.20099137030069,daniele bennati,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,High,High,High,High,1,1,2,"(35, 40]","(35, 45]",Below 10
2018,ERVITI Imanol,Movistar Team (WT),74,ES,1983-11-15,1.9,82.0,749,951,437,60,216,328,34,22.71468144044321,imanol erviti,47.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,Medium,Medium,Medium,Low,1,0,1,"(30, 35]","(30, 35]",Below 10
2018,LANDA Mikel,Movistar Team (WT),75,ES,1989-12-13,1.72,61.0,1017,6401,298,28,7045,1186,28,20.61925365062196,mikel landa,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Low,Medium,Medium,Medium,2,2,1,"(25, 30]","(25, 30]",Top 10
2018,SOLER Marc,Movistar Team (WT),77,ES,1993-11-22,1.86,68.0,295,2575,774,8,2949,1244,24,19.65545149728292,marc soler,40.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Low,High,Low,Medium,2,2,2,"(20, 25]","(20, 25]",Below 10
2018,VALVERDE Alejandro,Movistar Team (WT),78,ES,1980-4-25,1.77,61.0,13381,13732,4946,336,15230,7433,38,19.4707778735357,alejandro valverde,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,High,High,High,High,2,2,2,"(35, 40]","(35, 45]",Below 10
2018,CARUSO Damiano,BMC Racing Team (WT),83,IT,1987-10-12,1.79,67.0,840,4788,1314,70,4552,1697,30,20.91070815517618,damiano caruso,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Medium,High,Medium,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2018,GERRANS Simon,BMC Racing Team (WT),84,AU,1980-5-16,1.69,62.0,4415,2136,383,60,1252,2100,38,21.707923392038097,simon gerrans,135.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,High,Medium,Medium,High,High,2,1,1,"(35, 40]","(35, 45]",Below 10
2018,KÜNG Stefan,BMC Racing Team (WT),85,CH,1993-11-16,1.93,83.0,2900,1664,5799,406,526,1748,24,22.28247738194314,stefan kung,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,High,High,High,High,1,1,2,"(20, 25]","(20, 25]",Below 10
2018,ATAPUMA Darwin,UAE Team Emirates (WT),92,CO,1988-1-15,1.68,59.0,179,1414,28,1,1328,142,30,20.904195011337876,darwin atapuma,49.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,Low,Low,Low,Low,1,1,0,"(25, 30]","(25, 30]",Below 10
2018,ĐURASEK Kristijan,UAE Team Emirates (WT),93,HR,1987-7-26,1.7,56.0,527,585,103,0,482,66,30,19.377162629757787,kristijan đurasek,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Low,Low,0,1,0,"(25, 30]","(25, 30]",Below 10
2018,KRISTOFF Alexander,UAE Team Emirates (WT),95,NO,1987-7-5,1.83,78.0,11319,2254,301,10136,480,5284,30,23.291229956104985,alexander kristoff,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Medium,High,High,Medium,High,High,2,1,1,"(25, 30]","(25, 30]",Below 10
2018,MARCATO Marco,UAE Team Emirates (WT),96,IT,1984-2-11,1.74,67.0,3321,1701,156,84,428,785,34,22.12973972783723,marco marcato,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Medium,Low,High,Medium,1,1,0,"(30, 35]","(30, 35]",Below 10
2018,ALAPHILIPPE Julian,Quick-Step Floors (WT),101,FR,1992-6-11,1.73,62.0,6670,2738,1430,774,5331,4658,26,20.715693808680545,julian alaphilippe,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,High,High,High,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2018,GILBERT Philippe,Quick-Step Floors (WT),104,BE,1982-7-5,1.78,75.0,12530,4215,1430,1094,3214,5300,35,23.671253629592226,philippe gilbert,59.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,High,High,High,High,2,2,2,"(30, 35]","(30, 35]",Below 10
2018,JUNGELS Bob,Quick-Step Floors (WT),105,LU,1992-9-22,1.89,70.0,1245,2624,2692,403,1652,1282,25,19.59631589261219,bob jungels,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,High,High,Medium,Medium,2,2,2,"(20, 25]","(20, 25]",Below 10
2018,LAMPAERT Yves,Quick-Step Floors (WT),106,BE,1991-4-10,1.8,75.0,3492,1470,2455,1682,186,1172,27,23.148148148148145,yves lampaert,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,High,High,Medium,1,0,2,"(25, 30]","(25, 30]",Below 10
2018,RICHEZE Maximiliano,Quick-Step Floors (WT),107,AR,1983-3-7,1.77,68.0,1291,543,151,1017,275,1362,35,21.705129432793896,maximiliano richeze,73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,High,Low,Medium,Medium,0,1,0,"(30, 35]","(30, 35]",Below 10
2018,SAGAN Peter,BORA - hansgrohe (WT),111,SK,1990-1-26,1.82,78.0,9426,1797,1335,5996,2578,8566,28,23.54788069073783,peter sagan,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,High,Medium,High,High,High,High,1,2,2,"(25, 30]","(25, 30]",Below 10
2018,BODNAR Maciej,BORA - hansgrohe (WT),112,PL,1985-3-7,1.86,77.0,303,883,3562,86,18,138,33,22.25690831309978,maciej bodnar,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Low,Medium,Medium,High,Low,Low,1,0,2,"(30, 35]","(30, 35]",Below 10
2018,BURGHARDT Marcus,BORA - hansgrohe (WT),113,DE,1983-6-30,1.89,75.0,1633,722,180,78,128,548,35,20.99605274208449,marcus burghardt,125.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Low,Medium,Medium,0,0,0,"(30, 35]","(30, 35]",Below 10
2018,MAJKA Rafał,BORA - hansgrohe (WT),114,PL,1989-9-12,1.73,62.0,1184,5689,919,40,6358,1922,28,20.715693808680545,rafał majka,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High,High,High,Low,High,Medium,High,2,2,2,"(25, 30]","(25, 30]",Below 10
2018,MÜHLBERGER Gregor,BORA - hansgrohe (WT),115,AT,1994-4-4,1.8,64.0,853,837,239,74,963,462,24,19.753086419753085,gregor muhlberger,123.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,"(20, 25]","(20, 25]",Below 10
2018,OSS Daniel,BORA - hansgrohe (WT),116,IT,1987-1-13,1.91,75.0,1298,735,423,400,246,938,31,20.558646966914285,daniel oss,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Medium,Medium,Medium,0,0,1,"(30, 35]","(30, 35]",Below 10
2018,POLJAŃSKI Paweł,BORA - hansgrohe (WT),117,PL,1990-5-6,1.82,63.0,89,451,50,2,302,257,28,19.01944209636517,paweł poljanski,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Low,Low,0,1,0,"(25, 30]","(25, 30]",Below 10
2018,PÖSTLBERGER Lukas,BORA - hansgrohe (WT),118,AT,1992-1-10,1.82,70.0,656,264,331,131,102,445,26,21.132713440405748,lukas postlberger,124.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Medium,Low,Medium,0,0,1,"(25, 30]","(25, 30]",Below 10
2018,FUGLSANG Jakob,Astana Pro Team (WT),121,DK,1985-3-22,1.82,67.0,3654,6658,1693,191,5816,2402,33,20.227025721531216,jakob fuglsang,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Medium,High,High,High,2,2,2,"(30, 35]","(30, 35]",Below 10
2018,FRAILE Omar,Astana Pro Team (WT),122,ES,1990-7-17,1.84,72.0,373,675,169,37,980,648,27,21.26654064272212,omar fraile,44.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Low,Medium,0,1,0,"(25, 30]","(25, 30]",Below 10
2018,KANGERT Tanel,Astana Pro Team (WT),125,EE,1987-3-11,1.78,65.0,792,2357,1490,10,1679,609,31,20.515086478979924,tanel kangert,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Low,High,Medium,Medium,2,2,2,"(30, 35]","(30, 35]",Below 10
2018,CORT Magnus,Astana Pro Team (WT),126,DK,1993-1-16,1.84,68.0,1646,1453,825,1095,1188,2688,25,20.08506616257089,magnus cort,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,High,High,Medium,High,1,1,2,"(20, 25]","(20, 25]",Below 10
2018,VALGREN Michael,Astana Pro Team (WT),128,DK,1992-2-7,1.79,71.0,2927,1193,453,446,1013,1864,26,22.15910864205237,michael valgren,51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,High,Medium,High,High,1,1,1,"(25, 30]","(25, 30]",Below 10
2018,SLAGTER Tom-Jelte,Team Dimension Data (WT),136,NL,1989-7-1,1.69,57.0,1496,1293,223,12,1284,896,29,19.95728440880922,tom-jelte slagter,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,"(25, 30]","(25, 30]",Below 10
2018,SLAGTER Tom-Jelte,Team Dimension Data (WT),136,NL,1989-7-1,1.69,57.0,1496,1293,223,12,1284,896,29,19.95728440880922,tom-jelte slagter,131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,"(25, 30]","(25, 30]",Below 10
2018,VERMOTE Julien,Team Dimension Data (WT),138,BE,1989-7-26,1.79,74.0,567,674,428,71,52,186,28,23.095409007209515,julien vermote,62.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Medium,Low,Low,0,0,1,"(25, 30]","(25, 30]",Below 10
2018,ZAKARIN Ilnur,Team Katusha Alpecin (WT),141,RU,1989-9-15,1.87,67.0,416,3286,1200,10,2876,760,28,19.159827275586945,ilnur zakarin,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium,High,High,Low,High,Low,Medium,2,2,2,"(25, 30]","(25, 30]",Top 10
2018,KOCHETKOV Pavel,Team Katusha Alpecin (WT),145,RU,1986-3-7,1.84,70.0,293,459,41,20,122,134,32,20.6758034026465,pavel kochetkov,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,0,0,0,"(30, 35]","(30, 35]",Below 10
2018,POLITT Nils,Team Katusha Alpecin (WT),147,DE,1994-3-6,1.92,80.0,2248,1025,1244,472,152,1439,24,21.70138888888889,nils politt,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,High,High,Medium,1,0,2,"(20, 25]","(20, 25]",Below 10
2018,ZABEL Rick,Team Katusha Alpecin (WT),148,DE,1993-12-7,1.86,81.0,647,337,51,478,95,440,24,23.41311134235172,rick zabel,134.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,Low,Low,0,0,0,"(20, 25]","(20, 25]",Below 10
2018,DÉMARE Arnaud,Groupama - FDJ (WT),151,FR,1991-8-26,1.81,76.0,6782,1536,483,8072,206,2572,26,23.198315069747565,arnaud demare,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,Medium,High,High,1,0,1,"(25, 30]","(25, 30]",Below 10
2018,GAUDU David,Groupama - FDJ (WT),152,FR,1996-10-10,1.72,53.0,1762,3136,160,17,4052,1214,21,17.915089237425637,david gaudu,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,High,High,Low,Low,High,Medium,2,2,0,"(20, 25]","(20, 25]",Below 10
2018,GUARNIERI Jacopo,Groupama - FDJ (WT),153,IT,1987-8-14,1.9,80.0,722,371,1,261,20,281,30,22.1606648199446,jacopo guarnieri,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Low,Low,Low,0,0,0,"(25, 30]","(25, 30]",Below 10
2018,LUDVIGSSON Tobias,Groupama - FDJ (WT),155,SE,1991-2-22,1.94,76.0,222,903,2017,28,150,328,27,20.1934318205973,tobias ludvigsson,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Low,Medium,Low,High,Low,Low,1,0,2,"(25, 30]","(25, 30]",Below 10
2018,MOLARD Rudy,Groupama - FDJ (WT),156,FR,1989-9-17,1.78,62.0,1475,1661,161,56,1695,1042,28,19.56823633379624,rudy molard,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,High,Medium,Medium,Low,Medium,Medium,1,2,0,"(25, 30]","(25, 30]",Below 10
2018,SINKELDAM Ramon,Groupama - FDJ (WT),157,NL,1989-2-9,1.93,77.0,898,578,72,164,1,90,29,20.671695884453275,ramon sinkeldam,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Medium,Low,Medium,Low,0,0,0,"(25, 30]","(25, 30]",Below 10
2018,VICHOT Arthur,Groupama - FDJ (WT),158,FR,1988-11-26,1.84,74.0,1729,1246,218,21,616,1024,29,21.85727788279773,arthur vichot,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,"(25, 30]","(25, 30]",Below 10
2018,KRUIJSWIJK Steven,Team LottoNL-Jumbo (WT),161,NL,1987-6-7,1.78,63.0,344,4479,1440,16,3983,1318,31,19.883853048857468,steven kruijswijk,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,High,High,Low,High,Low,Medium,2,2,2,"(30, 35]","(30, 35]",Top 10
2018,GESINK Robert,Team LottoNL-Jumbo (WT),162,NL,1986-5-31,1.9,70.0,2888,5209,1196,30,4250,1400,32,19.390581717451525,robert gesink,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High,High,High,Low,High,High,Medium,2,2,2,"(30, 35]","(30, 35]",Below 10
2018,JANSEN Amund Grøndahl,Team LottoNL-Jumbo (WT),164,NO,1994-2-11,1.87,83.0,836,548,44,293,116,432,24,23.735308416025617,amund grøndahl jansen,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,Medium,Low,0,0,0,"(20, 25]","(20, 25]",Below 10
2018,MARTENS Paul,Team LottoNL-Jumbo (WT),165,DE,1983-10-26,1.78,69.0,1711,1162,482,17,326,972,34,21.777553339224845,paul martens,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,"(30, 35]","(30, 35]",Below 10
2018,ROGLIČ Primož,Team LottoNL-Jumbo (WT),166,SI,1989-10-29,1.77,65.0,1877,8104,5706,68,8072,3002,28,20.747550193111813,primoz roglic,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,High,High,Medium,High,High,High,2,2,2,"(25, 30]","(25, 30]",Top 10
2018,ROOSEN Timo,Team LottoNL-Jumbo (WT),167,NL,1993-1-11,1.93,78.0,1030,422,200,386,146,551,25,20.94015946736825,timo roosen,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Medium,Medium,Medium,0,0,1,"(20, 25]","(20, 25]",Below 10
2018,TOLHOEK Antwan,Team LottoNL-Jumbo (WT),168,NL,1994-4-29,1.78,61.0,391,744,6,10,628,266,24,19.252619618735007,antwan tolhoek,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Low,Low,Low,Low,0,1,0,"(20, 25]","(20, 25]",Below 10
2018,CALMEJANE Lilian,Direct Energie (PCT),181,FR,1992-12-6,1.84,70.0,1061,1317,188,178,1055,1059,25,20.6758034026465,lilian calmejane,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Medium,Medium,Medium,Low,Medium,Medium,1,1,0,"(20, 25]","(20, 25]",Below 10
2018,BOUDAT Thomas,Direct Energie (PCT),182,FR,1994-2-24,1.75,70.0,1250,148,59,738,58,251,24,22.857142857142858,thomas boudat,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,High,Low,Medium,Low,0,0,0,"(20, 25]","(20, 25]",Below 10
